version_date,title,brief,keyword,url
2023-01-22 20:02:30,过年｜回家路上,在回家的路上，带着回忆的行囊；在回家的路上，有个久违的远方。,过年 回家路上,https://news.cctv.com/2023/01/22/ARTIAu5DYnL8w8VooOPorHIy230122.shtml
2023-01-22 19:57:55,【总书记的惦念】老社区里的新生活,老百姓的操心事、烦心事，永远是习近平总书记挂在心头的大事。,总书记的惦念,https://news.cctv.com/2023/01/22/ARTIMe36YQwFQkz3h3ezK2LF230122.shtml
2023-01-22 19:52:03,看图学习·语短情长丨父老乡亲的话我都记在心里,这些年来，每逢春节前夕，习近平总书记都要看望慰问基层干部群众，倾听群众心声，关心群众冷暖。总书记说，“我的心同大家、同全国各族人民的心始终是连在一起的。”“父老乡亲的话我都记在心里。”这些温暖牵挂，句句暖人心。,群众 学习 基层干部,https://news.cctv.com/2023/01/22/ARTIV9gpl24Wa4l0qj6lASI8230122.shtml
2023-01-22 19:42:32,瑞兔贺春展梨园新风！中央广播电视总台《2023年春节戏曲晚会》今晚播出,生旦净丑寻根脉，唱念做打颂华章。中央广播电视总台《2023年春节戏曲晚会》将于1月22日晚八点档，在央视综合频道、戏曲频道以及央视频播出，1月23日（正月初二）19：30在央视戏曲频道、1月27日（正月初六）早八点档在央视综艺频道播出完整版。,2023年春节戏曲晚会,https://news.cctv.com/2023/01/22/ARTIlFWfCY29QUWdyfTSPUDR230122.shtml
2023-01-22 19:40:39,全球“中文之星”齐拜年,福兔迎春，新年贺喜，全球各地“歪果仁”齐拜年，祝大家新春快乐，兔年大吉！,中文之星,https://news.cctv.com/2023/01/22/ARTIsp0vAsDV7dlTaxWfoJGw230122.shtml
2023-01-22 19:37:24,重温习近平春节团拜会8次暖心讲话,新元肇启，万象更新。2015年以来，习近平总书记先后8次在春节团拜会上发表讲话，代表党中央、国务院向全国各族人民，向港澳台同胞和海外侨胞拜年，回顾过去的一年，展望新的一年。,团拜会 春节 伟大复兴,https://news.cctv.com/2023/01/22/ARTITlKcUkfL1rFiWUo27BS3230122.shtml
2023-01-22 19:17:54,亮相！中央广播电视总台《2023年春节戏曲晚会》节目单发布,瑞兔贺春展梨园新风！中央广播电视总台《2023年春节戏曲晚会》将于今晚八点档，在央视综合频道、戏曲频道以及央视频播出，并于1月23日（正月初二）19：30在央视戏曲频道、1月27日（正月初六）早八点档在央视综艺频道重播。,戏曲频道 节目单,https://news.cctv.com/2023/01/22/ARTIWxvhxhpKTA8cFKQGZfoO230122.shtml
2023-01-22 18:42:19,经济回升带旺电力消费，中电联预计2023年全社会用电量增长6%,正常气候情况下，预计2023年全国全社会用电量9.15万亿千瓦时，比2022年增长6%左右。,中电联 电力需求预测 电力供需,https://news.cctv.com/2023/01/22/ARTIDrwJCOL3DrFIRvBFLodn230122.shtml
2023-01-22 18:38:30,自然资源部北海区海洋预报台发布风暴潮蓝色警报和海浪蓝色警报,预报显示，受较强冷空气影响，预计1月23日凌晨至傍晚，渤海湾和莱州湾沿岸将分别出现70-130cm和80-140cm的风暴增水。,自然资源部 风暴潮 海浪蓝色警报,https://news.cctv.com/2023/01/22/ARTI0zncRH7gHFtJyUHuSZ8M230122.shtml
2023-01-22 18:33:18,脚踏实地 埋头苦干 开创未来,中共中央、国务院20日上午在人民大会堂举行2023年春节团拜会。中共中央总书记、国家主席、中央军委主席习近平发表讲话，引发海外华侨华人、我驻外机构人员、维和官兵、留学人员等热烈反响。大家纷纷表示，习近平总书记的讲话振奋人心、鼓舞斗志、催人奋进。新的一年，大家将坚定信心、顽强拼搏，在各自岗位上脚踏实地，埋头苦干，靠实干开创更加美好的未来，继续把中华民族伟大复兴的历史伟业推向前进，在同心共筑中国梦的伟大征途中留下自己闪亮的足迹。,中阿合作 伟大复兴 二十大,https://news.cctv.com/2023/01/22/ARTIlImR98eThYuwVylgUqWQ230122.shtml
2023-01-22 17:05:06,中央气象台1月22日18时继续发布寒潮蓝色预警,中央气象台1月22日18时继续发布寒潮蓝色预警，受较强冷空气影响，预计，1月22日20时至1月25日08时，中东部大部地区气温下降6~10°C，华北北部、东北地区东部、江南东部等地气温下降12~14°C，吉林东部局部降温18~20°C。,中央气象台 最低气温 寒潮,https://news.cctv.com/2023/01/22/ARTIQujFyqTnWSm5gLgfpnRQ230122.shtml
2023-01-22 16:29:12,微视频｜新春的牵挂,农历兔年春节前夕，习近平总书记通过视频连线看望慰问基层干部群众，送上党中央的美好祝福。,习近平 新春的牵挂,https://news.cctv.com/2023/01/22/ARTIRZN3XTM5Fu10IRFodK04230122.shtml
