version_date,title,brief,keyword,url
2023-01-24 21:51:57,【总书记的惦念】大凉山的新生活,四川凉山彝族自治州是全国最大的彝族聚居区，也曾是全国集中连片深度贫困地区之一。习近平总书记十分惦记这里的群众，2018年春节前夕，总书记深入大凉山腹地看望贫困群众，深情地说，社会主义就是要让人民过上幸福美好生活。如今，5年过去了，大山深处有哪些新变化？跟随我们的记者去看一看。,总书记 大凉山 新生活,https://news.cctv.com/2023/01/24/ARTIC2AEWJo4Jq6xx3l6HACt230124.shtml
2023-01-24 20:36:18,春运返程客流1月24日起开始增长,“三六九，往外走”，今天（1月24日）是大年初三，随着部分务工客流提前出行，春运返程客流开始增长，全国铁路预计发送旅客670万人次，比昨天增加147.7万人次，全国铁路计划开行旅客列车8013列。,客流 返程 全国铁路,https://news.cctv.com/2023/01/24/ARTIcCegFgjUgxipFdhjJWLc230124.shtml
2023-01-24 20:31:33,坚守一线 落实防疫 健康快乐过大年,春节假期里，各地医护人员继续坚守岗位守护患者，各地景区景点积极落实防疫措施确保游客健康出游。,防疫 过大年 游客,https://news.cctv.com/2023/01/24/ARTIaFZBEoDtGpC2WPZAEOOJ230124.shtml
2023-01-24 20:18:09,【新春走基层】山城小妹送外卖：车轮飞驰 青春飞扬,外卖骑手连接着千家万户，是美好生活的参与者、传递者。今天（1月24日）的《新春走基层》一起来认识外卖骑手廖泽萌。,外卖 青春飞扬 车轮,https://news.cctv.com/2023/01/24/ARTIM0JfRrQwYMjrvMUbAN9c230124.shtml
2023-01-24 20:10:48,农村走亲访友如何做好健康防护？——权威专家解读防疫热点问题,春节假期，人员流动加大，返乡人员增多，农村居民感染新冠病毒的风险加大。农村走亲访友如何做好健康防护？赶集或前往农贸市场、超市有哪些要注意的？针对公众关心的热点问题，国家卫生健康委组织权威专家作出解答。,走亲访友 健康监测 农村居民,https://news.cctv.com/2023/01/24/ARTIQh8AL2GocZdf4BrSk2SP230124.shtml
2023-01-24 20:02:30,新春新愿：稳稳的幸福 满满的期待,新春的中国，大家都喜气洋洋，奋进的中国，人人都朝气蓬勃。,新春新愿 期待 兔年,https://news.cctv.com/2023/01/24/ARTIoPy929D5IZFjm7K3buqM230124.shtml
2023-01-24 19:58:45,欢庆祥和中国年,喜庆祥和的中国年，天南地北的人们赏民俗、品文化，在冰雪运动中体验速度与乐趣，用丰富多彩的方式庆祝新春、乐享假期，欢度美好时光。,表演 遇见未来 乐享,https://news.cctv.com/2023/01/24/ARTIUSeUgRDSBeZR4OGcaLSM230124.shtml
2023-01-24 17:50:53,新年“兔”点啥？跨越时空，兔子们发来祝福！,吉兔呈祥兔在中华文化中自古便是祥瑞之物新年“兔”点啥？跨越时空，兔子们发来祝福！,兔 跨越时空,https://news.cctv.com/2023/01/24/ARTItEzVK0EDO3F1GN0I6PW9230124.shtml
2023-01-24 17:19:47,春节假期 无锡多家景区免费畅游,新春佳节期间，江苏无锡、南京等地的各大景区也开门迎客。市民们赏花灯、品美食、看表演，欢声笑语、人流如织。,春节假期 无锡 免费畅游,https://news.cctv.com/2023/01/24/ARTIheHChFM6qPNKUFS2om17230124.shtml
2023-01-24 17:19:02,正月里来闹新春 北京游园亮点多,在北京，新春游园是不少北京市民正月里必不可少的出游选择。今年北京的各大园区也是亮点不断，热闹红火。,千家万户中国年 北京 游园,https://news.cctv.com/2023/01/24/ARTI492V6Sf1Hn7MriB6zXLd230124.shtml
2023-01-24 17:18:13,国内旅游回暖  体验式过大年受热捧,春节假期前三天，全国群众出游热情高涨。各地文化场馆、旅游景区和街区推出了丰富多彩的体验活动，文化和旅游需求大幅增长，文旅市场快速有序复苏。,国内旅游 体验式过大年,https://news.cctv.com/2023/01/24/ARTINNYSoRPlSOSdv1nzNM8T230124.shtml
2023-01-24 16:52:32,过年 | 海拔2500多米 “披毡战队”踏上冰山护电路,受新一轮冷空气影响，春节期间，贵州西北部海拔2500多米的威宁雪山镇气温降至10年来最低。新春走基层，记者跟随当地一群披着羊毛毡的电力人，踏上了赶往冰山的护电路。,新春走基层 “披毡战队” 护电,https://news.cctv.com/2023/01/24/ARTIb4EHvtkCPqpWk109f3ZC230124.shtml
2023-01-24 16:46:09,消防员提示：遵守燃放规定 勿在可燃物附近点燃烟花,燃放烟花爆竹是人们庆祝新年的方式之一。不过，燃放不当很容易引发火灾。连日来，多地发生了多起此类火情，所幸消防员处置及时，没有造成损失。,燃放烟花 火情,https://news.cctv.com/2023/01/24/ARTIYCzySYpLSfdDuaqZYB3N230124.shtml
2023-01-24 16:45:24,各地消防部门加强排查 保障春节期间烟花燃放安全,今年春节假期，一些城市实行规定时间段全域均可燃放烟花爆竹的政策，国家消防救援局部署各地消防救援队伍，将消防救援力量前置到烟花爆竹燃放点进行流动巡逻巡查，保障节庆安全。,国家消防救援局 消防排查 烟花燃放,https://news.cctv.com/2023/01/24/ARTIncNW4L6CUBt5n5nm4SJB230124.shtml
2023-01-24 16:45:07,中央气象台1月24日18时解除寒潮蓝色预警,中央气象台1月24日18时解除寒潮蓝色预警。,气象台 寒潮 蓝色,https://news.cctv.com/2023/01/24/ARTIXhE5zFqNbeb73vRrsl26230124.shtml
2023-01-24 16:25:41,面向人民生命健康 我国科学家在脑科学领域不断取得重要突破,从基础研究到临床治疗，从生物制药到公共卫生，守护生命健康离不开科技创新。面向人民生命健康，广大科技工作者把增强人民群众的健康福祉作为科技创新的重要方向，潜心科研攻关，不断取得原创性的世界领先成果。,科技强国 哺乳动物 染色体 生物学,https://news.cctv.com/2023/01/24/ARTIuS1t9MGLQTfMqWh6MhTL230124.shtml
2023-01-24 16:12:30,甘肃定西市安定区农民靠发展马铃薯产业致富——“丰收是我们最大的心愿”,李军住在将台村，位于甘肃省定西市安定区鲁家沟镇。“父辈种地靠人力，现在靠的是科技，从播种到收获，都有农机具。”李军皮肤黝黑，说话幽默，“政策也好，肥料补贴80%，地膜补助1/3，越种越觉着前景好，今年接着种咱的马铃薯。”,安定区 马铃薯 定西市,https://news.cctv.com/2023/01/24/ARTI63ByxOEHrrXFJLJtKmhJ230124.shtml
2023-01-24 16:11:32,内蒙古呼和浩特南站——奋战一线畅运输,内蒙古呼和浩特，晚上8点，零下20摄氏度。33岁的列尾作业员于先义完成了巡检打标任务，脸上冻得通红，棉帽上凝结起小冰柱。,列尾装置 于先义 运输安全,https://news.cctv.com/2023/01/24/ARTIVV8HqUYlHeANuvS0015X230124.shtml
2023-01-24 16:10:33,国铁济南局——创新服务暖人心,大年三十，下午6点多，山东潍坊北站，职工滕晓菲虽然不值班，却依然来到候车大厅。一是带着水饺陪陪正在值班的丈夫杨延军，二是看看有没有能帮忙的。,春运 基层 客流高峰,https://news.cctv.com/2023/01/24/ARTIWQSdzTS6fWyeEbnx0jOd230124.shtml
2023-01-24 16:09:06,海南海口美兰边检站——便捷高效通关忙,“201，201，307呼叫！香港至海口HU704航班已降落！”“201收到，307做好接机准备。”执勤二队队长张启迅对着对讲机说完，随即向整装待发的执勤民警下达指令：“上勤！”,美兰 基层 客运航班,https://news.cctv.com/2023/01/24/ARTIhXZmh12Va5nZz2hka8MN230124.shtml
2023-01-24 16:07:29,辽宁葫芦岛团山子变电站——确保城市亮堂堂,大年三十，23时30分，辽宁葫芦岛供电公司220千伏团山子变电站内蜂鸣声不断。值班长丛斌正通过监控系统查看10千伏电压状态、主变负荷以及各线路电流变化。,油位 基层 变电站 红外测温仪,https://news.cctv.com/2023/01/24/ARTIEAUZyhKgyVXHh6hIMeHA230124.shtml
2023-01-24 16:03:54,雄安新区气象新,农民搬进城市新家园，启动区迎来新企业，白洋淀来了更多“新朋友”……这个春节，雄安新区处处涌动新气象。,雄安新区 青头潜鸭 白洋淀,https://news.cctv.com/2023/01/24/ARTIlQPjfdrvlBFTnhGGMNdO230124.shtml
2023-01-24 16:02:13,上海：春节1月21日至23日高速公路流量恢复至2019年92%左右,市交通委指挥中心介绍，春节前三天(1月21日至1月23日)，本市对外交通累计发送旅客74.79万人次，较2022年同期上升76.57%；累计到达旅客46.28万人次，较2022年同期上升127.27%。市内交通累计运送乘客709.74万人次，较2022年同期下降30.74%。,返程 路网 流量,https://news.cctv.com/2023/01/24/ARTInDfUcnptQF5IckK1qhiG230124.shtml
2023-01-24 16:01:26,我国新能源汽车产销连续8年全球第一,中国汽车工业协会最新统计显示，2022年我国新能源汽车持续爆发式增长，产销分别完成705.8万辆和688.7万辆，同比分别增长96.9%和93.4%，连续8年保持全球第一。,新能源汽车 汽车销量 动力电池,https://news.cctv.com/2023/01/24/ARTIqcJLpkfr6TvuUGnyLQIF230124.shtml
2023-01-24 15:39:44,学习进行时｜新春佳节，感悟总书记讲的这“三团”,新春佳节，感悟总书记讲的这“三团”。,学习 新春佳节,https://news.cctv.com/2023/01/24/ARTIWSUDgY8cRQQuOF5OqKUU230124.shtml
2023-01-24 15:13:42,年味正浓 各地流光溢彩贺新春,春节期间，内蒙古、山西、四川等地张灯结彩，夜幕下，流光溢彩、美不胜收。 在广东、浙江、江西等地，当地还举行了烟火表演，让节日氛围更加浓厚。,烟火表演 流光溢彩 贺新春,https://news.cctv.com/2023/01/24/ARTIfcaAbcCttGVDFDjpbJD4230124.shtml
2023-01-24 15:13:09,浙江临海：古城墙上古韵浓 传统年俗人气旺,在浙江临海，古城墙上挂起了红红的灯笼，处处洋溢着新春的气息，丰富的古风表演和年俗活动吸引了众多市民前来观赏。,浙江临海 古城墙 古韵 年俗,https://news.cctv.com/2023/01/24/ARTIAo2eReTGjeSIiRT2KvO0230124.shtml
2023-01-24 15:08:45,过年 | 海外建设者坚守岗位庆新春,新春佳节之际，很多身在海外的中企建设者依然坚守在岗位上。他们也通过多种多样的活动，共庆兔年新春，同时向远在祖国的亲朋好友们表达自己的祝福。,四海同贺中国年 海外建设者,https://news.cctv.com/2023/01/24/ARTIcVS3DY85SlsVTa5GoPox230124.shtml
2023-01-24 14:55:20,各地群众参与冰雪运动热情高涨 尽享冰雪乐趣,眼下正值北京冬奥会结束后的首个冰雪季。去年看冬奥，今年上雪场，春节期间，各地群众参与冰雪运动热情高涨。,春节假期 尽享冰雪乐趣,https://news.cctv.com/2023/01/24/ARTIECV7KfMs17VIKBlzwibz230124.shtml
2023-01-24 14:31:09,全球粮价大涨，我们的“餐桌”会受影响吗？,2022年以来，受乌克兰危机、极端天气、通货膨胀等因素影响，全球粮食价格创下历史新高。分析人士认为，2023年粮食安全危机尚难完全化解，全球谷物价格或将持续高位震荡。,餐桌 粮价波动 全球粮食,https://news.cctv.com/2023/01/24/ARTII1e6QTKXjZYOqNFCXVr2230124.shtml
2023-01-24 14:30:54,春节楼市：“现在不是卖房的好时机，却可能是买房的好时机”,在2023年除夕的前一天，海淀万柳片区的房产中介小谢依然接到了数个客户电话，电话咨询的均是同一套房源——100平米左右、挂牌价1250万的三居室。从楼龄来看，其位于万柳片区“最老的小区”怡秀园，该小区建成于1996年。截至当天，该房源位列链家APP“万柳热搜房源榜”第一。,春节楼市,https://news.cctv.com/2023/01/24/ARTI5sO0eVgaUJjiN0mwXKDs230124.shtml
2023-01-24 14:17:47,香港：金龙巡游贺新岁 香港市民庆新年,大年初二，香港“深水埗·深水情·深连心2023”金龙巡游贺新岁活动启动，为香港的新春佳节增添了浓浓的节日气氛。,喜庆迎新春 热闹过大年 金龙巡游贺新岁,https://news.cctv.com/2023/01/24/ARTIkx2L4NRrc4VgP5gEkqGC230124.shtml
2023-01-24 14:16:29,澳门：龙狮舞动贺新春 市民出游度佳节,春节期间，澳门的大街小巷也是张灯结彩，舞龙舞狮、特色歌舞等丰富活动接连上演，精彩纷呈。,澳门 龙狮舞动 贺新春 佳节,https://news.cctv.com/2023/01/24/ARTI0XwvRxReJ6TrPo6mOnQj230124.shtml
2023-01-24 14:15:58,过年 | 子午岭寻“豹”记,野生珍稀濒危物种华北豹是我国特有的豹亚种，因其身上的花纹，它又被称为金钱豹。最近三年，陇东学院的研究团队一直在甘肃子午岭省级自然保护区对华北豹做调研。,新春走基层 子午岭 华北豹,https://news.cctv.com/2023/01/24/ARTI24x1UfCF5U0UODcfLWwn230124.shtml
2023-01-24 13:10:16,医护人员坚守一线 守护百姓生命健康,在这个春节，很多医护人员都坚守一线。在宁夏，各级医疗机构医护人员不分昼夜，用责任和担当默默守护着人民群众的安全和健康。,医护人员 坚守一线 生命健康,https://news.cctv.com/2023/01/24/ARTIw9YizjHANz8MQdQV7AN5230124.shtml
